dep_time,origin,destination
24910.3,186524,135880
24910.3,109176,52022
24910.5,194141,1543
24910.7,53040,56743
24910.7,79356,216006
24910.7,103704,12442
24910.7,129208,29664
24910.7,46945,94637
24910.8,37425,207733
24910.8,54438,211568
24910.8,145739,20358
24910.9,99019,142900
24910.9,141765,131816
24910.9,132767,146131
24911.0,100820,153295
24911.0,144906,111285
24911.0,124847,144559
24911.1,20362,48876
24911.1,64358,13938
24911.2,217696,212411
24911.2,119379,118945
24911.3,33305,185585
24911.4,212038,47752
24911.4,27197,195390
24911.5,86707,68890
24911.5,128555,76688
24911.7,150768,156278
24911.7,137753,211073
24911.8,216359,22915
24911.8,222350,22695
24911.8,97552,98785
24911.8,202670,110271
24911.8,68105,175294
24912.1,75423,109703
24912.2,212511,59685
24912.2,195984,28504
24912.2,174879,120555
24912.3,171172,161770
24912.3,164715,164264
24912.3,214847,50534
24912.4,141628,220992
24912.4,21259,92922
24912.4,5975,190233
24912.5,76365,176917
24912.6,219573,41189
24912.6,127790,158274
24912.7,149585,79186
24912.7,186258,81578
24912.8,72392,103055
24913.0,23603,80662
24913.0,96586,129226
24913.0,28324,1085
24913.1,132121,193428
24913.1,3103,222530
24913.1,85665,73716
24913.2,87396,130737
24913.2,42304,17952
24913.3,120268,111741
24913.3,183397,103903
24913.3,185394,180888
24913.4,142624,101145
24913.5,188741,96547
24913.5,110235,63009
24913.5,89108,149889
24913.6,191191,193662
24913.7,208113,173821
24913.7,31832,198620
24913.7,203151,30584
24913.8,78086,2747
24913.8,72454,169316
24913.8,202461,64685
24913.8,23469,120250
24913.8,7282,196716
24913.9,23591,165198
24913.9,147193,172995
24913.9,16947,29294
24913.9,37104,187604
24914.0,59295,20232
24914.0,113564,102337
24914.1,57094,59785
24914.2,55466,24364
24914.2,169610,178952
24914.2,36040,152461
24914.2,85850,146740
24914.2,133988,130021
24914.3,92087,219821
24914.4,93529,173928
24914.4,197478,199171
24914.4,170855,219453
24914.4,97573,95927
24914.5,220071,150451
24914.6,216647,4154
24914.6,116761,193478
24914.6,31219,158577
24914.6,46925,79548
24914.7,125701,39459
24914.8,77187,74390
24915.0,179220,26523
24915.1,132412,58688
24915.1,100715,51306
24915.1,144954,139659
24915.1,196065,104128
24915.1,107995,123414
24915.2,23062,29788
24915.3,20844,68170
24915.3,139028,91617
24915.3,139717,124775
24915.4,55227,109271
24915.5,79760,140794
24915.7,16724,81168
24915.8,135776,106121
24915.8,81735,122109
24915.9,82299,105116
24916.0,7132,7968
24916.0,44374,40230
24916.0,58731,205969
24916.1,25359,217841
24916.1,182292,184348
24916.2,112717,45109
24916.3,98591,223149
24916.3,152063,159903
24916.4,96402,220694
24916.4,122658,940
24916.4,205314,222685
24916.4,179813,215299
24916.4,188272,84633
24916.8,217409,83301
24916.9,152762,50222
24917.1,111318,51724
24917.1,1638,68999
24917.1,28188,28436
24917.2,12910,183538
24917.2,98895,175485
24917.3,119440,30033
24917.3,32148,96634
24917.3,145113,48901
24917.4,203947,35730
24917.4,47005,50958
24917.4,220615,91455
24917.5,152007,41370
24917.5,79596,80599
24917.6,121795,8556
24917.6,86448,167846
24917.6,49516,138056
24917.7,122683,177160
24917.7,141003,268
24917.8,89668,23467
24917.9,47710,13818
24917.9,138177,190186
24918.0,6855,106251
24918.0,31530,164445
24918.2,42093,119018
24918.2,70095,176082
24918.2,100196,122997
24918.2,59305,212092
24918.3,69333,38858
24918.3,26698,167536
24918.3,136931,187366
24918.3,196058,214510
24918.3,72286,156616
24918.3,13198,151549
24918.5,29092,195925
24918.5,128946,30033
24918.6,170732,46784
24918.6,148100,3286
24918.8,89370,108666
24918.8,198207,218814
24918.9,77808,75594
24918.9,76931,75816
24918.9,120759,9320
24919.0,158835,177815
24919.1,170430,28266
24919.1,159438,1517
24919.2,21252,179946
24919.3,105953,204976
24919.3,16559,77707
24919.3,214669,189626
24919.3,159413,16403
24919.4,111196,10265
24919.4,133257,207779
24919.5,78741,164125
24919.6,5167,63430
24919.7,175355,195747
24919.8,117653,78568
24919.9,89019,62070
24919.9,96046,74747
24919.9,195377,92677
24919.9,100010,45348
24920.0,46620,216477
24920.0,165455,147424
24920.2,165551,160664
24920.2,73022,220529
24920.2,153620,176012
24920.3,24881,44503
24920.4,114319,91474
24920.6,65924,215575
24920.7,114909,204783
24920.7,27264,161710
24920.8,21012,153814
24920.8,97941,84050
24920.8,218819,69835
24920.8,135073,140551
24921.0,202140,63764
24921.1,47679,191085
24921.1,24718,200965
24921.2,30674,100523
24921.2,116794,84588
24921.2,15785,134000
24921.2,210587,140889
24921.4,9608,210537
24921.4,63052,188808
24921.4,123033,193118
24921.4,31736,154028
24921.5,39549,129053
24921.5,157329,181687
24921.5,4996,67309
24921.6,87712,132237
24921.6,71152,42463
24921.7,93007,223270
24921.8,44751,113958
24921.8,162018,61307
24921.9,111122,74998
24922.0,79199,193645
24922.0,137926,122445
24922.1,69990,56100
24922.2,157297,5179
24922.2,163482,16423
24922.2,20323,160005
24922.2,143986,34148
24922.4,192068,33683
24922.4,73709,173850
24922.4,94996,89897
24922.4,91869,168962
24922.5,78559,199208
24922.5,88720,136475
24922.5,113205,17811
24922.6,165780,144241
24922.6,77802,18891
24922.6,152610,208535
24922.6,3074,100254
24922.6,71502,212491
24922.7,155952,111323
24922.7,156800,110375
24922.8,128156,96222
24923.0,194209,79381
24923.1,36467,19967
24923.1,93104,205302
24923.1,148019,149184
24923.2,97656,33280
24923.2,53471,77420
24923.3,5838,176424
24923.3,41702,26912
24923.5,83048,143961
24923.5,72816,100256
24923.6,100504,77701
24923.6,81480,81032
24923.7,216793,99445
24923.8,181645,54453
24923.8,161981,153984
24923.8,146742,40353
24923.9,3085,148732
24924.0,71412,201212
24924.0,161985,112127
24924.1,194826,28979
24924.1,93384,124568
24924.1,39308,40329
24924.1,56457,125203
24924.1,44293,37419
24924.1,103663,61412
24924.2,105045,19146
24924.2,141242,164986
24924.3,58495,103740
24924.4,154160,218657
24924.4,126964,56103
24924.5,33759,105882
24924.5,81329,62830
24924.5,134779,199454
24924.6,55437,195007
24924.6,110704,26145
24924.6,114836,37361
24924.7,110027,112749
24924.8,121668,4565
24924.9,191879,218281
24925.1,104098,50835
24925.1,126139,163004
24925.2,189595,6323
24925.2,61608,96416
24925.2,26074,148441
24925.2,69485,1951
24925.3,165877,99643
24925.4,173393,75835
24925.4,7445,132634
24925.4,38298,164481
24925.4,6522,21318
24925.4,186004,111490
24925.5,206749,163806
24925.5,37201,151246
24925.6,1990,46094
24925.6,15821,12287
24925.6,205238,166548
24925.8,92681,140208
24925.8,194906,66444
24925.8,207362,206159
24925.9,148865,25169
24925.9,8810,212277
24925.9,43192,29636
24925.9,132036,105925
24925.9,151169,17097
24926.0,130965,109846
24926.0,64892,73732
24926.0,165771,99749
24926.0,171284,32085
24926.1,48458,65386
24926.1,146988,179136
24926.1,180373,102609
24926.2,190249,187135
24926.3,101022,39305
24926.3,148694,195957
24926.4,207027,153497
24926.4,165404,41174
24926.5,63407,139823
24926.5,33982,219018
24926.6,3156,193534
24926.7,138520,41814
24926.7,165167,24056
24926.8,108285,169597
24926.8,70133,115075
24926.9,192902,204353
24926.9,160901,24778
24926.9,61245,207850
24927.0,201946,127857
24927.0,161635,132325
24927.1,207418,33231
24927.2,130638,99711
24927.2,174223,88603
24927.3,15281,196668
24927.3,129043,63511
24927.4,87148,57772
24927.4,216994,177992
24927.5,91242,138763
24927.5,122608,149401
24927.6,196984,183980
24927.6,43330,93931
24927.6,141139,119022
24927.8,38953,72600
24927.8,102516,81753
24927.9,11754,188288
24927.9,135647,5793
24927.9,48020,74247
24928.0,179143,96891
24928.0,147646,134025
24928.1,185404,60654
24928.2,20146,124783
24928.3,92206,208713
24928.3,214922,130972
24928.3,94730,165823
24928.4,210971,188380
24928.6,212088,106503
24928.6,152991,16258
24928.6,104171,102409
24928.6,165464,137065
24928.7,61606,79462
24928.7,202481,93604
24928.8,188454,185505
24928.9,204294,132650
24928.9,140604,88725
24928.9,198360,110026
24928.9,85154,84167
24928.9,41422,1616
24928.9,221566,44717
24929.1,157458,179055
24929.1,210624,34687
24929.2,158276,114751
24929.2,201250,121339
24929.2,211894,135025
24929.3,66411,143301
24929.4,142246,209278
24929.4,179252,132626
24929.4,128702,56623
24929.4,162906,97822
24929.4,87298,58663
24929.5,191971,152814
24929.5,33162,49224
24929.5,127619,7628
24929.5,127211,24739
24929.6,30189,61308
24929.7,17612,214077
24929.9,189219,223259
24929.9,219152,158230
24929.9,159320,113440
24929.9,18768,37789
24929.9,166343,135958
24930.0,5702,71700
24930.0,95035,177757
24930.0,103741,86832
24930.1,182869,43522
24930.1,69339,217248
24930.1,87195,55634
24930.1,175451,66906
24930.1,93491,40515
24930.3,84565,113978
24930.4,27365,86239
24930.4,45767,80937
24930.4,92197,106785
24930.5,169710,122828
24930.5,172387,87989
24930.6,180064,28926
24930.6,163482,38824
24930.7,110166,97605
24930.7,34864,162729
24930.8,143723,127010
24930.9,78004,28181
24931.0,66887,147664
24931.0,95377,29478
24931.0,166356,167449
24931.1,168719,71250
24931.1,112490,198020
24931.1,69162,214553
24931.1,154077,24761
24931.2,91082,110202
24931.2,208291,164863
24931.2,170932,34022
24931.2,41948,82462
24931.2,37278,4520
24931.3,4936,88651
24931.3,189740,176269
24931.3,67894,201607
24931.4,57192,202547
24931.5,6449,103534
24931.5,115230,99174
24931.5,99055,153943
24931.5,124068,54525
24931.5,39115,70901
24931.6,60992,86452
24931.6,118907,169645
24931.8,2479,123939
24931.8,188016,43397
24932.0,61305,119320
24932.0,116335,145736
24932.0,78559,181580
24932.1,213720,97194
24932.2,25348,166440
24932.2,7493,107790
24932.2,76084,194464
24932.4,145810,194242
24932.4,93775,16681
24932.4,111694,69132
24932.4,195865,60860
24932.4,9036,91637
24932.4,7749,11797
24932.5,150845,135972
24932.5,143808,203139
24932.6,69596,62084
24932.6,170089,103999
24932.7,192225,211446
24932.7,18537,220862
24932.8,130270,225
24932.8,85006,112613
24932.8,132929,195266
24932.9,183598,96298
24932.9,79228,132908
24933.0,69435,42017
24933.1,3197,47306
24933.1,181886,93098
24933.1,32423,61638
24933.2,104284,184061
24933.2,168253,170931
24933.3,14354,5969
24933.5,119281,195743
24933.6,45997,44519
24933.6,160103,174885
24933.7,91654,43284
24933.7,132236,12251
24933.8,53482,79098
24933.8,51644,212053
24933.8,140326,186657
24933.8,16504,75163
24933.9,120009,44447
24933.9,63821,173580
24933.9,132634,166483
24934.0,58746,14695
24934.1,44033,89824
24934.3,220088,181069
24934.3,206281,99407
24934.4,177846,174637
24934.5,93179,71078
24934.5,103559,150552
24934.5,187586,95747
24934.5,211420,65782
24934.6,1948,87362
24934.6,32511,194309
24934.6,187309,133145
24934.6,84767,111649
24934.7,171652,93212
24934.7,192632,140615
24934.7,147858,42727
24934.7,45766,8465
24934.8,26329,157929
24934.8,220829,188217
24934.9,195526,101888
24934.9,21408,218665
24935.0,171800,137385
24935.1,121529,180052
24935.1,166797,113186
24935.2,154398,8393
24935.2,142753,116391
24935.2,211149,93599
24935.2,85560,143744
24935.3,202502,130218
24935.3,201251,178788
24935.5,93982,96577
24935.5,27323,55020
24935.7,218898,99055
24935.8,94579,82996
24935.9,150341,11767
24936.0,92882,115927
24936.0,88621,44518
24936.2,192482,192485
24936.3,125626,100067
24936.4,80406,175173
24936.4,92469,176051
24936.4,6728,108510
24936.4,11991,38707
24936.4,175027,48509
24936.5,35105,216911
24936.6,154575,7244
24936.8,222964,91108
24936.8,110333,127240
24936.8,185702,60787
24936.9,16247,218824
24936.9,159740,170308
24937.0,66912,120399
24937.0,127230,79637
24937.1,144558,70534
24937.1,102644,93696
24937.2,203993,171546
24937.2,6710,94716
24937.2,14356,68344
24937.2,118674,173107
24937.3,78664,29605
24937.4,191307,67559
24937.6,117297,170226
24937.6,18668,101562
24937.7,44178,89399
24937.8,71901,172179
24937.8,98365,166375
24937.8,112838,101226
24938.0,82040,17671
24938.0,88913,193010
24938.0,161040,23226
24938.0,102165,151882
24938.1,183411,171856
24938.1,154467,116036
24938.3,32429,163121
24938.4,65727,119085
24938.4,35667,145856
24938.4,189602,183620
24938.5,114881,141838
24938.5,207674,3244
24938.7,66757,74937
24938.8,144676,152368
24938.8,144024,23011
24938.9,37749,23875
24938.9,1563,41351
24939.1,90736,122716
24939.2,80754,159111
24939.3,34061,200221
24939.3,215015,131061
24939.3,90392,5490
24939.3,151042,32218
24939.3,111932,103741
24939.4,860,167715
24939.4,39772,67887
24939.6,117855,14538
24939.6,7681,159392
24939.6,200721,81535
24939.7,38077,44374
24939.7,141982,33851
24939.7,86345,115794
24939.7,170869,221900
24939.8,180484,163849
24939.8,22745,164704
24939.9,29192,80907
24939.9,49678,183693
24939.9,47180,72564
24939.9,210617,175539
24939.9,58853,104709
24939.9,40448,69044
24940.0,140495,89589
24940.0,129487,177989
24940.0,33214,159744
24940.1,92403,43472
24940.1,55855,90835
24940.2,205705,39842
24940.2,40264,76532
24940.2,73719,18672
24940.3,157464,167597
24940.3,106194,189825
24940.3,23927,177275
24940.4,199940,50986
24940.5,9865,124936
24940.6,163563,20002
24940.6,100512,58627
24940.6,19538,67245
24940.7,172495,90222
24940.7,12212,220851
24940.8,203165,107213
24940.9,39841,159016
24940.9,87841,117908
24940.9,161605,166671
24941.0,173718,221385
24941.1,184212,85278
24941.3,39794,90797
24941.3,104335,170208
24941.3,186929,57375
24941.3,37187,134304
24941.3,145412,150557
24941.4,25149,128388
24941.4,156904,112106
24941.4,24751,21395
24941.5,172468,86361
24941.6,208822,71775
24941.6,143814,73872
24941.7,194964,171314
24941.7,183510,116229
24941.7,118401,18896
24941.8,83483,106963
24941.9,173237,148266
24941.9,11679,102770
24942.0,70785,118896
24942.1,180707,178547
24942.1,75089,138318
24942.1,208683,48911
24942.2,186054,105270
24942.2,90390,158789
24942.2,55139,214164
24942.3,47635,100323
24942.4,196102,29853
24942.4,28681,11059
24942.5,157774,83337
24942.5,123036,174849
24942.5,9972,81460
24942.5,49395,42316
24942.6,216235,8848
24942.6,77198,957
24942.6,132266,169225
24942.7,59876,137054
24942.7,130456,23864
24942.9,88051,32793
24942.9,17733,220537
24943.0,111783,5109
24943.0,660,37389
24943.1,22675,44221
24943.1,92039,108921
24943.2,78179,57810
24943.2,178061,216336
24943.2,69047,167296
24943.3,17043,123788
24943.4,213330,190669
24943.4,118352,49669
24943.4,14489,156454
24943.4,142745,184919
24943.5,7133,47672
24943.6,111036,8070
24943.6,166539,119626
24943.7,18462,84631
24943.7,56081,45585
24943.7,99318,68145
24943.8,94546,78886
24943.8,214495,193704
24943.9,77337,222241
24944.0,162675,151986
24944.1,203104,52040
24944.1,59842,207272
24944.2,59808,163097
24944.3,147302,103034
24944.3,13802,104500
24944.4,88034,201895
24944.4,146139,2801
24944.4,22321,129449
24944.5,100568,146623
24944.6,82048,32336
24944.6,14003,6515
24944.7,27998,91860
24944.8,113393,28444
24944.8,219111,186207
24944.8,81797,194785
24944.9,140289,1316
24944.9,132721,91786
24944.9,7106,101038
24945.1,156351,8052
24945.2,189209,5320
24945.3,122007,169921
24945.3,207619,32771
24945.4,110459,148313
24945.4,71925,15667
24945.5,6701,101737
24945.5,87604,53243
24945.5,152030,2107
24945.6,173182,149332
24945.7,131114,41055
24945.8,30523,96689
24945.8,116479,39756
24945.8,28896,165340
24945.9,200214,124220
24945.9,114634,93607
24946.0,105742,202097
24946.0,59980,176279
24946.1,38215,25829
24946.2,151047,55402
24946.2,206179,175918
24946.3,189544,41546
24946.4,195086,174907
24946.4,153633,199485
24946.4,66837,211579
24946.4,187253,114853
24946.5,93496,418
24946.5,113335,194497
24946.7,136160,152536
24946.7,88241,217643
24946.7,45005,201904
24946.8,199701,166976
24946.8,67175,109863
24946.9,40073,202456
24947.0,207163,205446
24947.0,222291,41083
24947.1,163957,83328
24947.3,39794,200379
24947.3,23169,55724
24947.3,166931,212801
24947.3,178198,91556
24947.4,108010,40759
24947.7,220355,27895
24947.9,29967,159678
24947.9,23490,138260
24947.9,99170,30263
24947.9,41120,166208
24948.0,51658,83034
24948.0,151216,118919
24948.1,72382,65333
24948.2,146087,117668
24948.2,123134,138604
24948.3,201136,112103
24948.4,134041,87937
24948.5,121419,44705
24948.7,34462,211192
24948.7,70703,12893
24948.7,76767,163697
24948.8,189420,39109
24948.9,86692,8186
24949.0,41153,141908
24949.1,10418,105863
24949.1,47409,89196
24949.1,162629,35994
24949.2,201707,106812
24949.3,206231,75348
24949.3,134312,179296
24949.5,28316,123770
24949.5,109830,88916
24949.5,173341,107728
24949.5,78710,135059
24949.6,151149,105930
24949.6,32671,35905
24949.7,40274,51768
24949.8,215467,34329
24949.9,80288,34989
24949.9,182596,188474
24950.0,4940,161812
24950.1,21971,124589
24950.1,212094,159329
24950.2,203788,213228
24950.2,197728,196142
24950.2,16053,84565
24950.2,112304,172382
24950.2,48528,57423
24950.4,204637,40133
24950.4,3433,184977
24950.4,177628,53970
24950.4,39106,115840
24950.5,1640,130269
24950.6,75954,50919
24950.6,25341,5638
24950.7,80316,68732
24950.7,182311,33924
24950.8,90156,60524
24950.9,206953,38345
24950.9,57776,16463
24951.1,186150,93851
24951.1,115688,208784
24951.2,30004,129371
24951.2,152760,15519
24951.2,151377,29955
24951.4,46914,125012
24951.4,97439,157486
24951.5,135309,196308
24951.5,192880,191455
24951.8,159967,127225
24951.8,73778,45452
24951.8,20210,152629
24951.8,172414,26645
24951.8,186027,204582
24951.8,211658,153785
24951.9,19403,113074
24952.0,48860,161737
24952.0,135863,44235
24952.1,166095,145499
24952.2,197587,35736
24952.2,111821,186822
24952.3,20652,208960
24952.4,159700,91621
24952.5,84388,205355
24952.5,203089,17732
24952.6,14984,145015
24952.6,203294,105613
24952.7,198587,33157
24952.7,18319,212254
24952.7,210744,10536
24952.7,185077,111525
24952.8,149475,169289
24952.8,141674,161459
24952.8,66848,135967
24952.9,146678,140004
24952.9,17130,101786
24953.0,1345,217874
24953.1,69768,26781
24953.2,138595,109543
24953.3,104636,21225
24953.3,194258,144261
24953.3,164970,78955
24953.4,208400,146419
24953.4,102459,143624
24953.4,202063,66198
24953.4,164615,46200
24953.5,126952,193840
24953.5,135863,153228
24953.5,127736,161190
24953.5,6192,14661
24953.5,23256,57968
24953.6,132186,157833
24953.6,50324,191676
24953.6,131011,81713
24953.7,42459,8456
24953.8,110358,22216
24953.9,206281,87978
24953.9,121905,38961
24954.0,49756,67328
24954.0,160559,30303
24954.1,123517,132292
24954.1,36111,100439
24954.2,160013,7658
24954.3,169011,36362
24954.3,85730,170491
24954.4,200942,113675
24954.4,185832,100171
24954.4,124452,181064
24954.5,115403,220415
24954.5,64874,168741
24954.5,168721,123021
24954.6,186296,77794
24954.6,146554,208967
24954.6,21302,1808
24954.7,176486,26427
24954.7,110834,35153
24954.7,168408,174764
24954.8,18721,210353
24954.9,109123,61880
24954.9,55715,105843
24955.0,72030,47537
24955.0,102436,150324
24955.0,28552,151401
24955.0,115184,150532
24955.1,112873,35597
24955.2,216156,76370
24955.2,198832,209451
24955.2,10295,88517
24955.2,13223,96811
24955.3,208274,146855
24955.3,167239,115652
24955.3,42107,29351
24955.3,110148,156199
24955.3,176531,16805
24955.5,51917,12773
24955.5,81079,83413
24955.5,192604,30303
24955.5,72853,28446
24955.5,118274,27493
24955.5,214281,108304
24955.5,165986,144929
24955.7,186868,182141
24955.7,126400,189070
24955.7,43688,113279
24955.8,7632,217894
24955.8,203659,47010
24955.9,211188,216265
24955.9,181841,153805
24955.9,218550,80866
24956.0,112275,76352
24956.0,111633,94618
24956.1,92633,113601
24956.1,123333,88256
24956.1,169540,72459
24956.2,143307,146826
24956.2,187480,75565
24956.2,58595,37777
24956.2,15263,169388
24956.2,99047,69357
24956.3,204169,165897
24956.3,160302,187336
24956.3,8757,130101
24956.4,184353,77555
24956.5,30837,201897
24956.6,177506,188885
24956.6,56190,103750
24956.7,100420,205945
24956.7,81691,219825
24956.8,154284,88372
24957.0,101738,138301
24957.1,147289,56526
24957.1,68023,204421
24957.1,84344,169304
24957.2,30364,182506
24957.2,140772,86563
24957.2,154834,180988
24957.2,214814,169940
24957.3,54308,93925
24957.3,56445,30393
24957.4,25364,74034
24957.5,150893,177127
24957.5,63325,206308
24957.5,73293,102261
24957.5,177956,65358
24957.5,203218,96323
24957.6,212616,18210
24957.7,34595,153740
24957.8,70668,99180
24957.8,106172,167505
24957.9,178266,6232
24957.9,217712,181907
24957.9,182391,68357
24957.9,214660,64815
24958.0,105435,76232
24958.0,149142,80127
24958.1,177070,26576
24958.1,132457,165534
24958.1,181402,159127
24958.2,210146,61878
24958.2,141632,48979
24958.2,146304,127948
24958.3,120730,201159
24958.3,148980,150057
24958.3,169141,21085
24958.3,208321,141258
24958.3,177485,29241
24958.3,138759,222561
24958.4,68753,69376
24958.4,123937,201495
24958.5,30324,20992
24958.8,208501,212676
24958.8,83131,154248
24958.9,74777,20338
24959.0,149159,74899
24959.0,104912,25163
24959.1,143906,139433
24959.1,195645,145407
24959.2,58696,65188
24959.2,38263,81846
24959.2,170621,121089
24959.3,6060,142418
24959.3,119363,86006
24959.4,151940,20905
24959.4,189384,154113
24959.5,151405,23602
24959.5,132219,86684
24959.5,151052,77323
24959.6,139112,174478
24959.6,18607,44124
24959.7,198751,23688
24959.8,177339,65734
24959.8,192044,23158
24959.8,197511,12196
24959.9,73062,52240
24959.9,64793,117031
24960.0,182844,32068
24960.1,219743,145349
24960.1,34240,112633
24960.2,54929,89405
24960.2,151326,35644
24960.3,178569,7182
24960.3,45894,20455
24960.3,104452,61437
24960.4,122683,54829
24960.4,110345,90272
24960.5,59548,59869
24960.5,17803,42858
24960.5,154956,128550
24960.8,216056,157055
24960.8,146957,160582
24960.8,92911,114613
24960.9,161324,10217
24961.0,7975,179569
24961.0,160057,127075
24961.0,124493,55689
24961.1,207332,123742
24961.1,39352,107454
24961.1,145813,139181
24961.1,168273,168735
24961.2,72204,130040
24961.2,90921,15430
24961.2,83915,174768
24961.3,165163,62433
24961.3,189564,47544
24961.4,43772,38282
24961.4,162003,182368
24961.5,10709,167143
24961.5,108076,105244
24961.6,217828,205128
24961.6,150981,95711
24961.7,162594,119778
24961.7,203938,157172
24961.8,184361,201573
24961.8,108390,81709
24961.8,144839,10905
24961.9,33967,201286
24961.9,203855,138237
24962.0,123272,11863
24962.1,212217,95290
24962.1,126515,207724
24962.2,154905,23547
24962.3,196398,90729
24962.3,115256,77656
24962.4,17354,36189
24962.5,10404,146581
24962.6,119840,69313
24962.6,142293,96352
24962.6,212584,13468
24962.7,210404,189617
24962.7,175142,64568
24962.7,148003,123100
24962.8,25366,82350
24962.9,139701,16805
24962.9,15728,210810
24963.0,193471,36337
24963.0,36755,179981
24963.0,88276,133964
24963.0,177310,94034
24963.1,124986,16646
24963.1,185223,107290
24963.2,203618,175738
24963.2,210395,169288
24963.2,146858,5524
24963.3,891,161127
24963.3,16938,44265
24963.3,127426,112295
24963.4,80417,155324
24963.4,74476,207712
24963.4,81961,39231
24963.4,158830,222092
24963.5,218928,6096
24963.5,50450,89811
24963.5,102210,87137
24963.7,69508,125357
24963.8,207731,63976
24963.8,58549,138326
24963.9,66911,73258
24963.9,50975,157980
24964.0,144037,111558
24964.0,75963,40886
24964.1,92756,39833
24964.1,70047,210506
24964.2,221584,29928
24964.2,190458,139443
24964.3,97708,74359
24964.4,80113,164594
24964.5,113592,137539
24964.5,182924,182093
24964.5,27371,116952
24964.5,61642,58799
24964.6,16648,199708
24964.6,23972,71158
24964.7,55904,219727
24964.8,184513,2099
24964.8,62328,192673
24964.8,19324,157085
24964.9,1523,62106
24964.9,89897,81714
24965.1,167077,9328
24965.1,102721,38761
24965.2,101046,64242
24965.2,153767,187977
24965.3,149105,185567
24965.4,23877,11754
24965.5,77238,214870
24965.5,212615,36643
24965.5,104907,66945
24965.7,77452,88956
24965.7,160649,71525
24965.8,51000,18925
24965.8,61824,59875
24965.9,100878,163313
24965.9,26457,217645
24966.0,148777,54393
24966.0,160697,147742
24966.1,24934,94749
24966.2,111893,79649
24966.2,195829,215923
24966.2,51478,183155
24966.2,163603,26961
24966.3,110969,118134
24966.5,101555,112613
24966.5,192182,191416
24966.5,95187,5949
24966.6,33395,12709
24966.7,93660,166461
24966.8,165490,119062
24966.8,171532,173156
24966.8,37605,221385
24966.8,61746,144120
24966.9,11183,158563
24967.0,101544,138423
24967.1,157415,13504
24967.2,158309,90297
24967.2,56393,218816
24967.3,15925,119026
24967.4,114214,173462
24967.4,9960,7420
24967.4,153938,131776
24967.4,137956,25883
24967.5,165659,123024
24967.5,111711,22368
24967.5,55344,108865
24967.5,78740,141404
24967.5,105994,77540
24967.6,60440,161529
24967.6,35160,99092
24967.6,21138,196820
24967.8,12512,58362
24967.9,15814,196859
24968.0,202703,207443
24968.0,148189,209775
24968.0,181267,211921
24968.1,2184,16117
24968.1,112673,366
24968.1,80752,175104
24968.3,25404,152057
24968.4,198412,193917
24968.4,23537,26889
24968.5,37672,50239
24968.5,109090,29301
24968.6,193575,111684
24968.7,112334,122318
24968.7,17043,130703
24968.7,134405,110404
24968.9,20301,34584
24968.9,93766,75367
24969.0,58813,199266
24969.1,62188,117556
24969.2,196555,160413
24969.4,148513,46399
24969.4,188071,86358
24969.4,109290,180051
24969.5,212363,177440
24969.6,157813,81671
24969.6,128339,163068
24969.6,67703,144464
24969.7,170872,146806
24969.7,175123,84072
24969.7,220037,215798
24969.9,184207,161666
24970.0,87643,168798
24970.0,221858,49266
24970.1,33134,123202
24970.2,186706,209199
24970.4,115830,46352
24970.5,104660,49051
24970.5,159876,211931
24970.6,18890,217993
24970.7,79434,9547
24970.8,12279,70990
24970.8,84285,8768
24970.9,104743,162733
24970.9,75897,157305
24970.9,73471,6895
24971.0,144511,56632
24971.1,116347,31609
24971.1,123572,6072
24971.1,32166,203567
24971.3,39703,218345
24971.3,108268,110801
24971.3,218856,50609
24971.3,26523,41555
24971.4,27588,180230
24971.4,3723,37674
24971.4,203517,83289
24971.4,33265,164701
24971.5,201946,192945
24971.5,127280,133693
24971.5,108206,207889
24971.5,74848,126437
24971.6,137293,91606
24971.7,120378,70792
24971.7,13648,201427
24971.8,192093,69018
24972.0,63668,47418
24972.0,76381,52026
24972.0,222871,136839
24972.1,41145,170233
24972.3,82123,110724
24972.4,60491,216528
24972.5,108737,7999
24972.5,82955,66995
24972.5,70912,212559
24972.6,135194,93756
24972.6,41617,37762
24972.6,106803,19891
24972.6,92877,140225
24972.7,161803,11733
24972.8,216129,198146
24972.8,66386,168384
24972.9,222142,180097
24972.9,131123,78248
24972.9,185931,43650
24972.9,55199,96489
24973.0,17670,45664
24973.0,199877,91777
24973.1,154276,90860
24973.1,210279,152384
24973.2,15541,180044
24973.2,163536,144553
24973.2,170983,152257
24973.2,111998,143686
24973.3,694,34200
24973.3,196755,178756
24973.3,125356,16727
24973.4,25917,66679
24973.4,134683,182332
24973.6,86985,113141
24973.6,50190,125447
24973.6,65512,145129
24973.6,29091,42639
24973.6,12377,160307
24973.7,139411,149350
24973.8,208217,152565
24973.9,162290,12505
24973.9,113863,60899
24974.1,7891,148935
24974.1,161767,127812
24974.1,175280,201505
24974.2,20823,34491
24974.2,201740,27177
24974.3,173677,108110
24974.3,128136,165350
24974.3,193027,134961
24974.4,73671,191905
24974.6,98408,204215
24974.6,72592,192358
24974.6,207305,68437
24974.7,134686,55524
24974.8,168791,159940
24974.8,12316,68475
24974.8,134272,119692
24974.8,163354,177221
24975.0,77978,142978
24975.0,184524,157869
24975.1,99665,51809
24975.1,210565,14223
24975.1,161098,205980
24975.1,11266,27963
24975.2,181824,91397
24975.3,104935,50178
24975.4,102682,100606
24975.4,85565,59632
24975.5,202853,180310
